verse-number	original-word	translated-word	not-confirmed	translations	headword
109	Por	à cause de		pour, par, à cause de, parce, à propos, à cause, puis, vers	
109	Renart	Renart			
109	et	et		et, ni, Et	
109	por	à cause de		pour, par, à cause de, parce, à propos, à cause, puis, vers	
109	le	le		le, lui, la	
109	gorpil	goupil			
110	Mout	beaucoup		très, beaucoup, fort, trop, longtemps, tout, plus	
110	par	vraiment		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
110	sorent	connaissèrent		surent, connaissèrent	
110	et	et		et, ni, Et	
110	cil	celui-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
110	et	et		et, ni, Et	
110	cil	celui-là		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
110	.				
111	Se	si		se, si, que, aussi vrai que, le, sais, ainsi	
111	Renart	Renart			
111	set	sait			
111	genz	gens			
111	conchïer	tromper			
111	,				
112	Le	le		le, lui, la	
112	gorpil	goupil			
112	bestes	bêtes			
112	engingnier	tromper			
112	.				
113	Mout	beaucoup		très, beaucoup, fort, trop, longtemps, tout, plus	
113	par	vraiment		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
113	furent	furent			
113	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
113	d'un	de même		d'un, de même	
113	lignage	race			
114	Et	et		et, ni, Et	
114	d'unes	de même			
114	meurs	mœurs			
114	et	et		et, ni, Et	
114	d'un	de même		d'un, de même	
114	corage	désir		courage, cœur, for intérieur, sentiments, désir	
114	.				
115	Tout	tout			
115	ensement	pareillement			
115	de/de_l'autre_part	d'autre part		d'autre part, de l'autre côté	
115	l'autre/de_l'autre_part	_EMPTY_			
115	part/de_l'autre_part	_EMPTY_			
116	Ysengrin	Ysengrin			
116	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
116	oncle	oncle			
116	Renart	Renart			
116	:				
117	Le	le		le, lui, la	
117	leu	loup		loup, lieu, occasion, coin	
117	fet	fait		fait, commis, faits, envoie	
117	du	du		du, de, à cause du	
117	gorpil	goupil			
117	neveu	neveu			
117	,				
118	Et	et		et, ni, Et	
118	le	le		le, lui, la	
118	gorpil	goupil			
118	oncle	oncle			
118	du	du		du, de, à cause du	
118	leu	loup		loup, lieu, occasion, coin	
118	.				
119	Sifaitement	ainsi			
119	con	que		que, comme, comment, car, avec, con, lorsque	
119	je	je		je, moi	
119	vos	vous		vous, vos, votre	
119	di	dit		dis, parle, allez, dit	
119	,				
120	Sont	sont		sont, ont été	
120	entre	entre		entre, ensemble, avec	
120	eus	eux		eux, profit, culs	
120	parent	parents		parents, parent	
120	et	et		et, ni, Et	
120	ami	amis		amis, ami	
120	:				
121	Ne	ne		ne, ni, ou, et, sans	
121	s'apartienent	sont proches			
121	autrement	autrement			
121	,				
122	Se	si		se, si, que, aussi vrai que, le, sais, ainsi	
122	mes	mes		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
122	bons	bons		bons, faveurs	
122	livres	livres			
122	ne	ne		ne, ni, ou, et, sans	
122	me	me		me, moi	
122	ment	ment			
122	.				
123	Por	à cause de		pour, par, à cause de, parce, à propos, à cause, puis, vers	
123	ce	ce		ce, ça, lui, cela, ceci, le, il	
123	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
123	le	le		le, lui, la	
123	gorpil	goupil			
123	disoit	disait		disait, parlait	
123	,				
124	Qant	quand			
124	il	ils		il, ils, lui	
124	avec	avec			
124	le	le		le, lui, la	
124	leu	loup		loup, lieu, occasion, coin	
124	aloit	allait			
124	:				
125	«				
125	Biaus	mon cher			
125	oncles	oncle			
125	,				
125	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
125	volez	voulez			
125	vos	vous		vous, vos, votre	
125	fere	faire		faire, livrer, rendre	
125	?				
125	»				
125	,				
126	Le	lui		le, lui, la	
126	voloit	voulait			
126	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
126	s'amor	son amitié		son amitié, son amour	
126	atrere	attirer		tiré à lui, attirer	
126	.				
127	Li	le		lui, le, les, il, l', la, li, elle, ils, leur	
127	leus	loup		loup, loups, lieu, endroit	
127	disoit	parlait		disait, parlait	
127	par	avec		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
127	amor	attention		attention, amour	
127	fine	délicate		cesse, tendre, délicate	
128	Au	au		au, dans, du, de, le	
128	gorpil	goupil			
128	vers	envers		vers, envers, contre, vert	
128	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
128	n'ot	n'avait pas de		n'avait, n'avait pas de, n'a eu	
128	haïne	haine			
128	.				
129	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
129	amistié	amitié			
129	s'entrapeloient	s’appelaient			
130	Oncle	oncle			
130	et	et		et, ni, Et	
130	neveu	neveu			
130	quant	quand		quand, comme, autant, lorsque	
130	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
130	voient	voient			
130	.				
131	A	de		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
131	Renart	Renart			
131	puet	peut			
131	on	on			
131	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
131	aprendre	comprendre		comprendre, apprendre	
132	Grant	grande		grand, grande, gros, bon, toute	
132	sens	intelligence		intelligence, sens, manière, Sens, sagesse, avis	
132	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
132	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
132	i	en		y, en, là	
132	velt	veut			
132	entendre	entendre		entendre, attendre	
132	,				
133	Car	car		car, donc	
133	cil	ce		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
133	Renart	Renart			
133	nos	nous		nous, nos	
133	senefie	signifie pour		signifie, signifie pour	
134	Ceus	ceux			
134	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
134	sont	sont		sont, ont été	
134	plain	plein		plein, plaine	
134	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
134	male	mauvaise		mauvaise, sale, male	
134	vie	vie		vie, chemin	
134	,				
135	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
135	ne	ne		ne, ni, ou, et, sans	
135	finent	arrêtent			
135	del	de		de le, du, dans le, de	
135	agaitier	chercher			
136	Con	comment		que, comme, comment, car, avec, con, lorsque	
136	puissent	pourraient			
136	autrui	autrui			
136	engingnier	tromper			
136	;				
137	Ne	ne		ne, ni, ou, et, sans	
137	ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
137	le	le		le, lui, la	
137	fel	félon		perfide, félon, sale	
137	liez	content			
137	ne	ne		ne, ni, ou, et, sans	
137	sera	sera			
138	Le	le		le, lui, la	
138	jor	jour		jour, journée, un jour	
138	q'autrui	qu'autrui			
138	n'engingnera	ne trompera pas			
138	.				
139	A	devant		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
139	l'engingnier	le trompeur			
139	li	ils		lui, le, les, il, l', la, li, elle, ils, leur	
139	sont	sont		sont, ont été	
139	honi	trompé		déshonoré, trompé	
140	Privé	intimes			
140	,				
140	estrange	étrangés		étrange, étrangés	
140	et	et		et, ni, Et	
140	ami	amis		amis, ami	
140	.				
141	Ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
141	.I.	un		un, une	
141	sol	seul			
141	n'en	n'en			
141	espargnera	épargnera			
141	,				
142	Ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
142	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
142	chier	cher		cher, chier	
142	ami	amis		amis, ami	
142	ne	ne		ne, ni, ou, et, sans	
142	sera	sera			
142	.				
143	Et	et		et, ni, Et	
143	avec	avec			
143	cele	cette		cette, celle, celle-ci, ce	
143	felonnie	félonie		félonie, méchanceté	
144	A	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
144	il	il		il, ils, lui	
144	le	le		le, lui, la	
144	cuer	cœur		cœur, coeur, son courage	
144	tot	tout		tout, tous	
144	plain	plein		plein, plaine	
144	d'envie	d'envie			
144	,				
145	Et	et		et, ni, Et	
145	envie	envie			
145	est	est		est, a	
145	cele	cette		cette, celle, celle-ci, ce	
145	racinne	racine			
146	Ou	où		où, ou, soit	
146	touz	tous		tous, tout	
146	li	les		lui, le, les, il, l', la, li, elle, ils, leur	
146	max	maux		maux, mal, mauvais, malin	
146	pranent	prennent		prennent, mettent, se mettent	
146	orine	origine			
146	.				
147	Avec	avec			
147	felonnie	félonie		félonie, méchanceté	
147	et	et		et, ni, Et	
147	envie	envie			
148	Escharsetez	pingrerie			
148	est	est		est, a	
148	lor	leur			
148	amie	amie			
148	,				
149	Et	et		et, ni, Et	
149	escharsetez	pingrerie			
149	est	est		est, a	
149	tel	cette		tel, tellement, quiconque, telle, cette	
149	chose	chose			
150	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
150	tout	tout			
150	jors	jour		jours, jour	
150	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
150	la	la		la, là, là-bas, entendit, nos	
150	borse	bourse			
150	close	close			
150	.				
151	Escharsetez	pingrerie			
151	est	est		est, a	
151	une	une			
151	vice	vice			
152	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
152	forment	beaucoup		fortement, rudement, beaucoup, durement	
152	aime	aime			
152	avarice	avarice			
152	.				
153	Avarice	avarice			
153	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
153	le	le		le, lui, la	
153	mont	monde		monde, haut, mont, bord	
153	sorpris	surpris			
153	:				
154	Cil	ce		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
154	est	est		est, a	
154	clamez	déclaré		plaint, appelé, clamé, déclaré	
154	dolent	malheureux		malheureux, ai mal, triste	
154	chaitis	pauvre		misérable, pauvre, chétif	
154	,				
155	Se	si		se, si, que, aussi vrai que, le, sais, ainsi	
155	rente	rente			
155	n'a	n'a pas		n'a pas, ni à, n'y a, n'a, ou en	
155	,				
155	se	si		se, si, que, aussi vrai que, le, sais, ainsi	
155	il	il		il, ils, lui	
155	n'usure	ne prête pas à l'usure			
155	.				
156	Or	mais		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
156	ai	j'ai		ai, j'ai	
156	passé	dépassé		passé, dépassé	
156	outre	outre		outre, au delà	
156	mesure	mesure			
156	,				
157	Que	car		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
157	cil	ceux		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
157	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
157	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
157	granz	grandes		grands, grand, grandes	
157	rentes	rentes			
157	ont	ont			
157	,				
158	Ce	ce		ce, ça, lui, cela, ceci, le, il	
158	sont	sont		sont, ont été	
158	cil	ceux		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
158	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
158	grant	grand		grand, grande, gros, bon, toute	
158	mal	mal		mal, mauvais, mauvaise, maudite, méchanceté, terrible	
158	en	en		en, dans, sur, à, de, dans le, on, au	
158	font	font			
158	.				
159	Mout	beaucoup		très, beaucoup, fort, trop, longtemps, tout, plus	
159	en	en		en, dans, sur, à, de, dans le, on, au	
159	puet	peut			
159	l'en	l'on		l'on, l'en, lui en	
159	vilment	avec mépris			
159	parler	parler			
159	,				
160	Mes	désormais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
160	je	je		je, moi	
160	n'ai	n'ai			
160	soing	soin			
160	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
160	plus	plus		plus, mieux	
160	conter	conter			
160	.				
161	Une	une			
161	riens	chose		rien, chose, quelque chose	
161	vos	vous		vous, vos, votre	
161	voil	veux		veux, volonté	
161	conmencier	commencer			
161	:				
162	Ne	ne		ne, ni, ou, et, sans	
162	vos	vous		vous, vos, votre	
162	devez	devez			
162	esmerveillier	émerveiller			
162	,				
163	Se	si		se, si, que, aussi vrai que, le, sais, ainsi	
163	j'ai	j'ai			
163	mis	mis			
163	en	dans		en, dans, sur, à, de, dans le, on, au	
163	cest	ce		ce, cet, cette, celle-ci	
163	mien	mon		mien, à moi, mon	
163	traitié	récit			
164	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
164	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
164	Renart	Renart			
164	ai	ai		ai, j'ai	
164	conmencié	commencé			
164	,				
165	Si/si_con	ainsi que		ainsi que, alors que, dés que	
165	con/si_con	_EMPTY_			
165	l'en	l'on		l'on, l'en, lui en	
165	parole	parle		parole, parle, parlé	
165	d'autrui	d'autrui			
165	,				
166	Con	comme		que, comme, comment, car, avec, con, lorsque	
166	vos	vous		vous, vos, votre	
166	porroiz	pourrez			
166	oïr	entendre		entendre, écouter, ouï	
166	encui	au sujet		aujourd'hui, au sujet	
167	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
167	dant	seigneur			
167	Renart	Renart			
167	et	et		et, ni, Et	
167	d'Ysengrin	d'Ysengrin			
167	,				
168	Car	car		car, donc	
168	ce	ceci		ce, ça, lui, cela, ceci, le, il	
168	content	racontent		racontent, dispute	
168	nostre	nos		nos, notre	
168	voisin	voisins		voisins, voisin	
169	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
169	une	une			
169	anesse	ânesse		ânerie, ânesse	
169	parla	parlait		parla, parlait	
169	ja	jadis		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
170	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
170	.I.	un		un, une	
170	prophete	prophète			
170	chevaucha	chevauchait			
170	.				
171	Balaam	Balaam			
171	l'oï	l'ai entendu		l'a entendu, l'ai entendu	
171	apeler	appeler			
171	,				
172	Por	à cause de		pour, par, à cause de, parce, à propos, à cause, puis, vers	
172	ce	ça		ce, ça, lui, cela, ceci, le, il	
172	le	le		le, lui, la	
172	sai	sais		sais, connais	
172	ici	ici			
172	nomer	nommer			
172	.				
173	Bellaac	Bellaac			
173	.I.	un		un, une	
173	roi	roi			
173	l'ot	l'avait		l'avait, l'entend	
173	mené	poussé		malmené, traité, conduit, mené, pratiqué, poussé	
173	,				
174	Tant	tant		tant, jusqu'à, tellement, assez, autant, beaucoup	
174	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
174	ot	avait		avait, entend, a eu, a, il y a eu, eu, eut	
174	pramis	promis			
174	et	et		et, ni, Et	
174	donné	donné			
174	,				
175	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
175	mautalent	colère		colère, dépit, animosité, irritation	
175	et	et		et, ni, Et	
175	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
175	grant	grand		grand, grande, gros, bon, toute	
175	ire	courroux		colère, courroux	
175	,				
176	Tout	tout			
176	le	le		le, lui, la	
176	pueple	peuple			
176	Israel	Israël			
176	maudire	maudire			
176	.				
177	Nostre	nos		nos, notre	
177	sire	Seigneur		seigneur, sire, Sire, Seigneur	
177	nel	ne le			
177	volt	voulu		veut, voulut, voulu	
177	soufrir	permettre		supporter, souffrir, permettre	
177	,				
178	Son	son		son, sien, haut, ses, air, à lui	
178	ange	ange			
178	fist	fit		a fait, fit, fait, agit	
178	devant	au devant		devant, avant, au devant	
178	venir	venir			
178	,				
179	A	avec		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
179	une	une			
179	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
179	trenchant	tranchante			
179	espee	épée			
180	La	la		la, là, là-bas, entendit, nos	
180	voie	voie		voie, guide, voit, chemin, route, vois, garde, sentier	
180	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
180	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
180	celui	lui		celui, lui, personne	
180	veee	barré			
180	.				
181	Cil	celui-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
181	point	pique		point, absolument, peu, pique	
181	l'asne	l'âne			
181	de	avec		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
181	l'aguillon	l'aiguillon			
182	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
182	derriere	derrière			
182	seur	sur			
182	le	le		le, lui, la	
182	crepon	croupe			
182	,				
183	Des	dès		des, dès, au sujet de, dés, à propos	
183	esperons	éperons			
183	le	le		le, lui, la	
183	destraingnoit	forçait			
183	,				
184	Et	et		et, ni, Et	
184	du	du		du, de, à cause du	
184	chevestre	licol			
184	le	le		le, lui, la	
184	feroit	frappait		ferait, frappait	
184	.				
185	L'asne	l'âne			
185	n'osoit	n'osait			
185	avant	en avant		en avant, devant, avant, encore, d'abord	
185	aler	aller		aller, partir	
185	,				
186	Par	à		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
186	force	force			
186	li	il		lui, le, les, il, l', la, li, elle, ils, leur	
186	covint	réussit à		il faut, a fallu, réussit à	
186	parler	parler			
186	,				
187	Et	et		et, ni, Et	
187	Diex	Dieu			
187	le	le		le, lui, la	
187	volt	voulut		veut, voulut, voulu	
187	qu'ele	qu'elle			
187	parla	parla		parla, parlait	
187	,				
188	Et	et		et, ni, Et	
188	le	le		le, lui, la	
188	prophete	prophète			
188	raconta	dit			
188	:				
189	«				
189	Di	allez		dis, parle, allez, dit	
189	va	va		va, donc	
189	,				
189	fait	fait		fait, croit	
189	il	il		il, ils, lui	
189	,				
189	lesse	laisse		laisse, d'un trait, jet	
189	m'ester	moi tranquille			
189	,				
190	Diex	Dieu			
190	ne	ne		ne, ni, ou, et, sans	
190	me	me		me, moi	
190	lesse	laisse		laisse, d'un trait, jet	
190	avant	en avant		en avant, devant, avant, encore, d'abord	
190	aler	aller		aller, partir	
190	.				
190	»				
191	Cil	ce		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
191	Diex	Dieu			
191	,				
191	si	ainsi que		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
191	li	il		lui, le, les, il, l', la, li, elle, ils, leur	
191	vient	vient		vient, monte, va, arrive	
191	a	par		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
191	plaisir	volonté		plaisir, volonté	
191	,				
192	Puet	peut			
192	encore	encore			
192	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
192	consentir	permettre			
193	A	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
193	parler	parler			
